Unnamed: 0,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_value,"duration_type ",duration_type
4562,s4563,movie,dev.d,anurag kashyap,"Abhay Deol, Mahie Gill, Kalki Koechlin, Sindbad Phgura, Ammo 'Too Sweet', Jimi the Quiff, Parakh Madan",india,2018-10-01,2009,tv-ma,137 min,"dramas, international movies, romantic movies","because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",2018.0,October,137.0,"min",min
4563,s4564,movie,dil vil pyaar vyaar,manjeet maan,"Gurdas Maan, Neeru Bajwa, Jassi Gill, Rajiv Thakur, Khushdeed Maan, Manav Vij, Raj Jhinger, Shruti Sodhi, Meher Vij",india,2018-10-01,2014,tv-pg,145 min,"international movies, music & musicals, romantic movies","agam singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first.",2018.0,October,145.0,"min",min
4564,s4565,movie,dushman,shagufta rafique,"Kartar Cheema, Jashan Singh, Sakshi Gulati, Gulshan Grover, Savita Bhatti, Yashpal Sharma, Mohit Sharma, Sukhwinder Sohi",nan,2018-10-01,2017,tv-14,141 min,"dramas, international movies",an indian hotel waiter forms an unlikely bond with a pakistani colleague when the establishment’s criminal owner threatens to ruin both their lives.,2018.0,October,141.0,"min",min
4565,s4566,movie,ek main aur ekk tu,shakun batra,"Kareena Kapoor, Imran Khan, Boman Irani, Ram Kapoor, Ratna Pathak Shah, Zenobia Shroff, Soniya Mehra, Akshat Verma, Dana Lewis, Rajesh Khattar",india,2018-10-01,2012,tv-14,106 min,"comedies, international movies, romantic movies",bollywood stars imran khan and kareena kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.,2018.0,October,106.0,"min",min
4566,s4567,movie,freedom at midnight,tinu pappachan,"Antony Varghese, Vinayakan, Chemban Vinod Jose, Tito Wilson, Sinoj Varghese, Aswathy Manoharan",nan,2018-10-01,2018,tv-ma,135 min,"dramas, independent movies, international movies","jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway.",2018.0,October,135.0,"min",min
4567,s4568,movie,haani,amitoj mann,"Sarabjit Cheema, Mahreen Kaleka, Harbhajan Mann, Anuj Sachdeva, Rupan Bal, Sonia Mann",india,2018-10-01,2013,tv-14,137 min,"dramas, international movies, music & musicals","when a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart.",2018.0,October,137.0,"min",min
4568,s4569,movie,happy go lucky,amarpreet g s chabbra,"Amrinder Gill, Harish Verma, Sumeet Sandhu, Gurpreet Guggi, B.N. Sharma, Praneet Bhatt, Kuldeep Sharma",india,2018-10-01,2014,tv-14,129 min,"comedies, international movies, music & musicals","three sisters seem to be ideal brides for three brothers. but when the girls' father won't allow the marriages, the boys use trickery to pull it off.",2018.0,October,129.0,"min",min
4569,s4570,movie,harishchandrachi factory,paresh mokashi,"Nandu Madhav, Vibhawari Deshpande, Ambarish Deshpande, Mohit Gokhale, Dilip Joglekar, Dheeresh Joshi, Ketan Karande, Atharva Karve, Mayur Khandge, Sandip Pathak",india,2018-10-01,2009,tv-pg,99 min,"dramas, international movies","against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of india's first feature-length film.",2018.0,October,99.0,"min",min
4570,s4571,tv show,hot date,nan,"Emily Axford, Brian Murphy",united states,2018-10-01,2018,tv-ma,1 Season,"romantic tv shows, tv comedies",interconnected sketches and performances skewer the madness and misunderstandings of modern relationships.,2018.0,October,1.0,"Season",Season
4571,s4572,movie,jagga jasoos,anurag basu,"Ranbir Kapoor, Katrina Kaif, Saurabh Shukla, Saswata Chatterjee, Rajatabha Dutta, Saravajeet Tiwari",india,2018-10-01,2017,tv-14,155 min,"action & adventure, comedies, international movies","an eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side.",2018.0,October,155.0,"min",min
4572,s4573,movie,jatt james bond,rohit jugraj,"Gippy Grewal, Gurpreet Guggi, Zarine Khan",india,2018-10-01,2014,tv-14,142 min,"comedies, dramas, international movies","shinda loves laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her.",2018.0,October,142.0,"min",min
4573,s4574,movie,jodhaa akbar,ashutosh gowariker,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Abeer Abrar",india,2018-10-01,2008,tv-14,214 min,"action & adventure, dramas, international movies","in 16th-century india, what begins as a strategic alliance between a mughal emperor and a hindu princess becomes a genuine opportunity for true love.",2018.0,October,214.0,"min",min
4574,s4575,movie,judge singh llb,atharv baluja,"Ravinder Grewal, B.N. Sharma, Sardar Sohi, Chandan Prabhakar, Anita Devgan, Harpal Singh, Hardeep Gill, Surbhi Mahendru",india,2018-10-01,2015,tv-pg,137 min,"comedies, dramas, international movies","framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience.",2018.0,October,137.0,"min",min
4575,s4576,movie,kaminey,vishal bhardwaj,"Shahid Kapoor, Priyanka Chopra, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Amole Gupte, Patricia Bull, Carlos Paca, Eric Santos",india,2018-10-01,2009,tv-14,128 min,"dramas, international movies, music & musicals","a young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.",2018.0,October,128.0,"min",min
4576,s4577,movie,khido khundi,rohit jugraj,"Ranjit Bawa, Mandy Takhar, Manav Vij, Elnaaz Norouzi, Mahavir Bhullar, Guggu Gill, Seema Kaushal, Sukhbir Singh",india,2018-10-01,2018,tv-14,151 min,"dramas, international movies, sports movies",an embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the british.,2018.0,October,151.0,"min",min
4577,s4578,movie,khoobsurat,shashanka ghosh,"Sonam Kapoor, Fawad Khan, Kiron Kher, Ratna Pathak Shah, Amir Raza Hussain, Ashok Banthia, Kaizaad Kotwal, Rishabh Chaddha",india,2018-10-01,2014,tv-14,121 min,"comedies, international movies, romantic movies",a free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.,2018.0,October,121.0,"min",min
4578,s4579,movie,kisaan,puneet sira,"Jackie Shroff, Arbaaz Khan, Sohail Khan, Diya Mirza, Nauheed Cyrusi, Sharat Saxena, Dalip Tahil, Vishwajeet Pradhan, Sarfaraz Khan",india,2018-10-01,2009,tv-14,101 min,"action & adventure, dramas, international movies",a bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,2018.0,October,101.0,"min",min
4579,s4580,movie,kismat konnection,aziz mirza,"Shahid Kapoor, Vidya Balan, Juhi Chawla, Om Puri, Vishal Malhotra, Karanvir Bohra, Amit Varma",india,2018-10-01,2008,tv-14,145 min,"comedies, dramas, international movies","a man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed.",2018.0,October,145.0,"min",min
4580,s4581,movie,kurbaan,renzil d'silva,"Kareena Kapoor, Saif Ali Khan, Om Puri, Diya Mirza, Vivek Oberoi, Kulbhushan Kharbanda, Kiron Kher, Rupinder Nagra, Nauheed Cyrusi",india,2018-10-01,2009,tv-14,147 min,"international movies, thrillers","when a young indian couple moves to the american suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot.",2018.0,October,147.0,"min",min
4581,s4582,movie,lock,smeep kang,"Gippy Grewal, Gurpreet Guggi, Smeep Kang, Geeta Basra, Karamjit Anmol, Harpal Singh, Vikram Grover, Priyanka Sharma",india,2018-10-01,2016,tv-14,90 min,"dramas, international movies","a disillusioned rickshaw driver in punjab dreams of moving to dubai, but his plan to butter up his would-be benefactor goes horribly wrong.",2018.0,October,90.0,"min",min
4582,s4583,movie,luv shuv tey chicken khurana,sameer sharma,"Kunal Kapoor, Huma Qureshi, Rajesh Sharma, Vipin Sharma, Dolly Ahluwalia, Vinod Nagpal, Rahul Bagga, Rajendra Sethi, Munish Makhija, Herry Tangri",india,2018-10-01,2012,tv-14,129 min,"comedies, international movies, romantic movies","fleeing london to evade a gangland debt collector, omi khurana returns to his native village in india, passing himself off as a successful lawyer.",2018.0,October,129.0,"min",min
4583,s4584,movie,"main, meri patni aur woh",chandan arora,"Rajpal Yadav, Rituparna Sengupta, Kay Kay Menon, Varun Bandola, Vinod Nagpal, Naseeruddin Shah",india,2018-10-01,2005,tv-pg,129 min,"comedies, dramas, international movies","an ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch.",2018.0,October,129.0,"min",min
4584,s4585,movie,manje bistre,baljit singh deo,"Gippy Grewal, Sonam Bajwa, Karamjit Anmol, Jaggi Singh, B.N. Sharma, Hobby Dhaliwal, Rana Ranbir, Sardar Sohi, Anita Devgan, Harby Sangha",india,2018-10-01,2017,tv-14,136 min,"comedies, dramas, international movies","while prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else.",2018.0,October,136.0,"min",min
4585,s4586,movie,motor mitraan di,amitoj mann,"Gurpreet Guggi, Happy Raikoti, Vikram Singh, Sonia Mann, Yograj Singh, Sardar Sohi, Harsharan Singh, Anita Meet, Prakash Gadhu, Gurmeet Sajan",india,2018-10-01,2016,tv-pg,117 min,"comedies, international movies","when three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake.",2018.0,October,117.0,"min",min
4586,s4587,movie,mugamoodi,mysskin,"Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah",india,2018-10-01,2012,tv-14,150 min,"action & adventure, international movies",a martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.,2018.0,October,150.0,"min",min
4587,s4588,movie,muran,rajan madhav,"Prasanna, Cheran, Haripriya, Nikhita, Suma Bhattacharya, Jayaprakash",india,2018-10-01,2011,tv-14,134 min,"action & adventure, international movies","when jingle composer nanda's car breaks down on his way to chennai, he hitchhikes there with arjun, who tries to rope nanda into a shady deal.",2018.0,October,134.0,"min",min
4588,s4589,movie,my friend pinto,raaghav dar,"Prateik, Kalki Koechlin, Arjun Mathur, Shruti Seth, Makrand Deshpande, Divya Dutta, Rajendranath Zutshi, Amin Hajee, Karim Hajee, Shakeel Khan",india,2018-10-01,2011,tv-14,100 min,"comedies, international movies, sci-fi & fantasy",a bright-eyed villager comes face-to-face with the gritty realities of modern-day mumbai when he sets out to find his childhood friend.,2018.0,October,100.0,"min",min
4589,s4590,movie,my little pony equestria girls: forgotten friendship,ishi rudell,"Ashleigh Ball, Andrea Libman, Rebecca Shoichet, Tabitha St. Germain, Tara Strong, Nicole Oliver",united states,2018-10-01,2018,tv-y,44 min,children & family movies,school yearbook editor sunset shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.,2018.0,October,44.0,"min",min
4590,s4591,movie,my little pony equestria girls: rollercoaster of friendship,ishi rudell,"Ashleigh Ball, Andrea Libman, Rebecca Shoichet, Tabitha St. Germain, Tara Strong, Tegan Moss","united states, canada",2018-10-01,2018,tv-y,44 min,children & family movies,"rarity gets a summer job at equestria land, making applejack feel jealous. but when their friends start vanishing, they must work together to find them.",2018.0,October,44.0,"min",min
4591,s4592,movie,my suicide,david lee miller,"Gabriel Sunday, David Carradine, Mariel Hemingway, Brooke Nevin, Nora Dunn, Michael Welch, Zachary Ray Sherman, Vanessa Lengies, Tony Hale, Joe Mantegna",united states,2018-10-01,2009,tv-ma,111 min,"comedies, dramas, independent movies","after declaring that he's going to film himself committing suicide for a school project, archie videotapes reactions from friends and family.",2018.0,October,111.0,"min",min
4592,s4593,movie,naan sigappu manithan,thiru,"Vishal, Lakshmi Menon, Saranya Ponvannan, Jayaprakash, Sunder Ramu, Jagan, Iniya, Chetan Cheenu",india,2018-10-01,2014,tv-14,147 min,"action & adventure, dramas, international movies","after his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her.",2018.0,October,147.0,"min",min
4593,s4594,movie,nasha,amit saxena,"Shivam Patil, Poonam Pandey, Sheetal Singh, Vishal Bhosle, Rohan Khurana, Ranbir Chakma, Raj Kesaria, Chirag Lobo",india,2018-10-01,2013,tv-14,115 min,"dramas, international movies, romantic movies","a teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out.",2018.0,October,115.0,"min",min
4594,s4595,movie,naughty jatts,pankaj batra,"Neeru Bajwa, Binnu Dhillon, Arya Babbar, Roshan Prince, B.N. Sharma, Karamjit Anmol, Harby Sangha",india,2018-10-01,2013,tv-pg,121 min,"comedies, international movies, music & musicals","when three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest.",2018.0,October,121.0,"min",min
4595,s4596,movie,needhi singh,jaivi dhanda,"Kulraj Randhawa, Nirmal Rishi, Ashish Duggal, Aman Sutdhar, Dally Daljit, Seema Kaushal, Shubh Ghumman, Karan Tiwana",india,2018-10-01,2016,tv-14,103 min,"action & adventure, dramas, international movies","when her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events.",2018.0,October,103.0,"min",min
4596,s4597,movie,peace haven,suman ghosh,"Soumitra Chatterjee, Paran Banerjee, Arun Mukherjee, Sujan Mukherjee","india, united states",2018-10-01,2016,tv-14,73 min,"comedies, dramas, independent movies",complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.,2018.0,October,73.0,"min",min
4597,s4598,movie,phantom,kabir khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty, Mohammed Zeeshan Ayyub, Sohaila Kapoor, Denzil Smith",india,2018-10-01,2015,tv-14,129 min,"action & adventure, international movies",india's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on mumbai.,2018.0,October,129.0,"min",min
4598,s4599,movie,pizza,akshay akkineni,"Akshay Oberoi, Parvathy Omanakuttan, Arunoday Singh, Dipannita Sharma, Rajesh Sharma, Omkar Das Manikpuri, Hussain Dalal, D. Santosh",india,2018-10-01,2014,tv-14,102 min,"horror movies, international movies, thrillers",a pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.,2018.0,October,102.0,"min",min
4599,s4600,movie,pooja kiven aa,nidhi sharma,"Miss Pooja, Tarun Khanna, Raj Singh Jhinger, Sahil Vedoliyaa, B.N. Sharma, Manoj Joshi, Anita Shabdeesh, Sardar Sohi",india,2018-10-01,2013,tv-pg,122 min,"comedies, international movies, music & musicals","when a woman arrives in mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members.",2018.0,October,122.0,"min",min
4600,s4601,movie,race,"mastan alibhai burmawalla, abbas alibhai burmawalla","Saif Ali Khan, Akshaye Khanna, Katrina Kaif, Bipasha Basu, Anil Kapoor, Sameera Reddy",india,2018-10-01,2008,tv-14,155 min,"action & adventure, international movies, music & musicals",the plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.,2018.0,October,155.0,"min",min
4601,s4602,movie,race 2,"abbas alibhai burmawalla, mastan alibhai burmawalla","Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone, Jacqueline Fernandez, Ameesha Patel, Rajesh Khattar, Chunky Pandey",india,2018-10-01,2013,tv-14,139 min,"action & adventure, international movies, music & musicals","in this sequel set in the world of horse racing, half-brothers ranvir and rajiv singh return for another complex tale of love, greed and violence.",2018.0,October,139.0,"min",min
4602,s4603,movie,saadey cm saab,vipin parashar,"Harbhajan Mann, Kashish Singh, Gurpreet Guggi, Rahul Singh, Dev Gill, Inder Bajwa",india,2018-10-01,2015,tv-pg,131 min,"comedies, dramas, international movies",three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.,2018.0,October,131.0,"min",min
4603,s4604,movie,sat shri akaal england,vikram pradhan,"Ammy Virk, Monica Gill, Karamjit Anmol, Sardar Sohi, Jarnail Singh, Satwant Kaur, Harby Sangha, Baljinder Darapuri",india,2018-10-01,2017,tv-14,127 min,"comedies, dramas, international movies","after several failed attempts to obtain a visa, a man desperate to escape punjab pays a british woman to marry him so he can move to england.",2018.0,October,127.0,"min",min
4604,s4605,tv show,strong,nan,Gabrielle Reece,united states,2018-10-01,2016,tv-14,1 Season,reality tv,gabrielle reece hosts a transformative competition of tough fitness challenges as 10 women partner with 10 elite personal trainers.,2018.0,October,1.0,"Season",Season
4605,s4606,movie,thaandavam,vijay,"Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan",india,2018-10-01,2012,tv-14,156 min,"action & adventure, international movies, music & musicals","in london, a mysterious blind man named kenny appears to be an assassin who uses echolocation to kill, but there is more to kenny than meets the eye.",2018.0,October,156.0,"min",min
4606,s4607,movie,the birth reborn,eduardo chauvet,,nan,2018-10-01,2018,tv-ma,91 min,"documentaries, international movies","featuring experts in their fields and raw and moving footage, this documentary makes a case for increased autonomy in women's choices for childbirth.",2018.0,October,91.0,"min",min
4607,s4608,movie,theeya velai seyyanum kumaru,sundar c.,"Siddarth, Santhanam, Hansika Motwani, Ganesh Venkatraman, RJ Balaji, Bosskey, Manobala, Chitra Lakshmanan",india,2018-10-01,2013,tv-pg,132 min,"comedies, international movies, music & musicals","when shy kumar gets stuck on the losing end of a love triangle, the love doctor, mokia, has a strategy for kumar to win the love of his life.",2018.0,October,132.0,"min",min
4608,s4609,tv show,three wives one husband,nan,,united kingdom,2018-10-01,2018,tv-14,1 Season,"british tv shows, international tv shows, reality tv","a film crew captures a year in the life of modern polygamist families at rockland ranch, a community for fundamentalist mormons in the utah desert.",2018.0,October,1.0,"Season",Season
4609,s4610,movie,tiger,sartaj singh pannu,"Sippy Gill, Ihana Dhillon, Yograj Singh, Yashpal Sharma, Deedar GIll, Rahul Jugraj, Virender Nath Lubana, Aneeta",india,2018-10-01,2016,tv-14,130 min,"action & adventure, dramas, international movies","imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him.",2018.0,October,130.0,"min",min
4610,s4611,movie,udaan,vikramaditya motwane,"Rajat Barmecha, Ronit Roy, Ram Kapoor, Aayan Boradia, Manjot Singh, Anand Tiwari, Raja Hudda, Shaunak Sengupta, Varun Khettry, Akshay Sachdev",india,2018-10-01,2010,tv-ma,137 min,"dramas, independent movies, international movies","upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",2018.0,October,137.0,"min",min
4611,s4612,movie,vettai,n. linguswamy,"Arya, Madhavan, Sameera Reddy, Amala Paul, Nasser, Ashutosh Rana, Sreejith Ravi, Muthukumar",india,2018-10-01,2012,tv-14,156 min,"action & adventure, international movies, music & musicals","this powerful tamil action film follows the shared fate of two very different siblings: policeman thiru and his roguish brother, guru.",2018.0,October,156.0,"min",min
4612,s4613,movie,wake up sid,ayaan mukherji,"Ranbir Kapoor, Konkona Sen Sharma, Shruti Bapna, Krutika Bolaki, Namit Das, Munir Kabani, Mohsin Ali Khan, Anupam Kher, Rahul Khanna, Kainaz Motivala",india,2018-10-01,2009,tv-14,132 min,"comedies, international movies, romantic movies",a spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.,2018.0,October,132.0,"min",min
4613,s4614,movie,we are family,sidharth malhotra,"Kajol, Kareena Kapoor, Arjun Rampal, Nominath Ginsberg, Iravati Harshe, Aachal Munjal, Diya Sonecha","india, australia",2018-10-01,2010,tv-14,119 min,"dramas, international movies",a divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.,2018.0,October,119.0,"min",min
4614,s4615,movie,what the jatt!!,saket behl,"Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi",india,2018-10-01,2015,tv-pg,140 min,"comedies, international movies, romantic movies","a peasant from punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy.",2018.0,October,140.0,"min",min
4615,s4616,movie,zindagi kitni haseen hay,anjum shahzad,"Feroze Khan, Sajal Ali, Jibrayl Ahmed Rajput, Alyy Khan, Shafqat Cheema, Nayyar Ejaz, Rashid Farooqi",pakistan,2018-10-01,2016,tv-14,126 min,"dramas, international movies, romantic movies","two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego.",2018.0,October,126.0,"min",min
4616,s4617,movie,big miracle,ken kwapis,"Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston","united states, united kingdom",2018-09-30,2012,pg,107 min,"children & family movies, dramas","after a reporter writes about whales trapped in the arctic circle, the u.s. and u.s.s.r. team up to rescue them in this tale inspired by true events.",2018.0,September,107.0,"min",min
4617,s4618,movie,paradise lost,monique gardenberg,"Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli",brazil,2018-09-29,2018,tv-ma,111 min,"dramas, independent movies, international movies","a cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.",2018.0,September,111.0,"min",min
4618,s4619,movie,animal world,han yan,"Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke",china,2018-09-28,2018,tv-ma,130 min,"action & adventure, international movies, sci-fi & fantasy","an unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.",2018.0,September,130.0,"min",min
4619,s4620,movie,hold the dark,jeremy saulnier,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie",united states,2018-09-28,2018,tv-ma,126 min,"action & adventure, dramas","in the grim alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",2018.0,September,126.0,"min",min
4620,s4621,movie,lessons from a school shooting: notes from dunblane,kim a. snyder,,united states,2018-09-28,2018,tv-14,24 min,documentaries,"two priests – one from dunblane, scotland, the other from newtown, connecticut – bond over school tragedies that occurred 16 years apart.",2018.0,September,24.0,"min",min
4621,s4622,tv show,made in mexico,nan,,united states,2018-09-28,2018,tv-ma,1 Season,"international tv shows, reality tv, spanish-language tv shows","these mexico city socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.",2018.0,September,1.0,"Season",Season
4622,s4623,tv show,reboot: the guardian code,nan,"Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara",canada,2018-09-28,2018,tv-y7,2 Seasons,kids' tv,four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.,2018.0,September,2.0,"Seasons",Seasons
4623,s4624,tv show,skylanders academy,nan,"Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin","south korea, united states",2018-09-28,2018,tv-y7,3 Seasons,"kids' tv, tv comedies",travel the vast skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.,2018.0,September,3.0,"Seasons",Seasons
4624,s4625,movie,the 3rd eye,rocky soraya,"Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman",indonesia,2018-09-28,2018,tv-ma,108 min,"horror movies, international movies","when her little sister claims she sees the dead, alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.",2018.0,September,108.0,"min",min
4625,s4626,movie,two catalonias,"álvaro longoria, gerardo olivares",,spain,2018-09-28,2018,tv-ma,117 min,"documentaries, international movies",lawmakers and activists with conflicting ideologies speak about the complexities of catalonia's politics and the fight for its independence from spain.,2018.0,September,117.0,"min",min
4626,s4627,movie,in darkness,anthony byrne,"Natalie Dormer, Ed Skrein, Emily Ratajkowski, Neil Maskell, Jan Bijvoet, James Cosmo, Joely Richardson","united kingdom, united states",2018-09-22,2018,tv-ma,101 min,"independent movies, international movies, thrillers","a blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes.",2018.0,September,101.0,"min",min
4627,s4628,tv show,battlefish,nan,,nan,2018-09-21,2018,tv-ma,1 Season,"reality tv, science & nature tv, tv action & adventure","over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the oregon coast.",2018.0,September,1.0,"Season",Season
4628,s4629,tv show,dragon pilot: hisone & masotan,nan,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata",japan,2018-09-21,2018,tv-14,1 Season,"anime series, international tv shows",recently stationed air self-defense force rookie hisone amakasu is chosen by a dragon concealed within gifu air base to be his pilot.,2018.0,September,1.0,"Season",Season
4629,s4630,tv show,maniac,nan,"Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke",united states,2018-09-21,2018,tv-ma,1 Season,"tv comedies, tv dramas, tv mysteries",two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,2018.0,September,1.0,"Season",Season
4630,s4631,movie,quincy,"rashida jones, alan hicks",Quincy Jones,united states,2018-09-21,2018,tv-ma,124 min,"documentaries, music & musicals","this documentary profiles music and culture icon quincy jones, offering unprecedented access to his private life and stories from his unparalleled career.",2018.0,September,124.0,"min",min
4631,s4632,movie,rafinha bastos: ultimatum,nan,Rafinha Bastos,brazil,2018-09-21,2018,tv-ma,63 min,stand-up comedy,"an off-color joke nearly cost him everything. brazilian comic rafinha bastos talks about that and much more, from his divorce to finding love again.",2018.0,September,63.0,"min",min
4632,s4633,tv show,the good cop,nan,"Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.",united states,2018-09-21,2018,tv-14,1 Season,"crime tv shows, tv comedies, tv dramas","when he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.",2018.0,September,1.0,"Season",Season
4633,s4634,tv show,mobile suit gundam uc,nan,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara",japan,2018-09-20,2014,tv-pg,1 Season,"anime series, international tv shows","when banagher links meets the mysterious audrey burne, he inherits the unicorn gundam and is swept up into the battle for space colony independence.",2018.0,September,1.0,"Season",Season
4634,s4635,tv show,transformers: rescue bots,nan,"Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White","canada, united states",2018-09-19,2016,tv-y7,1 Season,kids' tv,"follow the adventure of four young transformers, heatwave, chase, blades and boulder, and their human counterparts: a family of emergency responders.",2018.0,September,1.0,"Season",Season
